artista,cancion,duracion_ms,explicito,anio,popularidad,bailable,energia,clave,volumen,modo,locuacidad,acusticidad,instrumentalidad,vivisidad,valencia emocional,tempo,genero_principal_Dance/Electronic,genero_principal_Folk/Acoustic,genero_principal_R&B,genero_principal_World/Traditional,genero_principal_country,genero_principal_easy listening,genero_principal_hip hop,genero_principal_latin,genero_principal_metal,genero_principal_pop,genero_principal_rock,genero_principal_set(),fecha_lanzamiento,Followers,dia_semana,TOP50_2019-2020,inflation,unemployment,gdp_per_capita,gross_savings,crecimiento_renta_neta,consumption_expenditure
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",237240,1,2018,68,0.745,0.346,1,-7.709,1,0.331,0.00552,0.0,0.0881,0.112,203.911,0,0,0,0,0,0,1,0,0,0,0,0,2018-08-03,3333306,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Drake,In My Feelings,217925,1,2018,75,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,0,0,0,0,0,0,1,0,0,0,0,0,2018-06-29,91634236,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
B Young,Jumanji,173153,0,2018,60,0.791,0.473,10,-9.86,0,0.25,0.279,0.0,0.0959,0.603,95.948,0,0,0,0,0,0,1,0,0,0,0,0,2019-04-05,394778,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Charlie Puth,The Way I Am,186080,0,2018,64,0.755,0.769,10,-5.658,0,0.186,0.314,2.38e-06,0.0628,0.642,114.966,0,0,0,0,0,0,0,0,0,1,0,0,2000-05-23,23124320,Tuesday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Reik,Me Niego (feat. Ozuna & Wisin),221653,0,2018,1,0.777,0.779,0,-4.449,0,0.0972,0.0543,0.0,0.636,0.768,94.023,0,0,0,0,0,0,0,0,0,1,0,0,2019-05-31,8958875,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
benny blanco,Eastside (with Halsey & Khalid),173799,0,2018,75,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,0,0,0,0,0,0,1,0,0,0,0,0,2018-12-07,1181238,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Luis Fonsi,Échame La Culpa,173720,0,2017,62,0.733,0.892,0,-3.641,1,0.0417,0.0376,0.0,0.137,0.675,95.989,0,0,0,0,0,0,0,0,0,1,0,0,2019-02-01,10561246,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
MK,17,196489,0,2017,65,0.703,0.832,0,-7.202,0,0.0689,0.00149,0.127,0.0696,0.667,122.029,0,0,0,0,0,0,0,0,0,1,0,0,2015-09-25,304235,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Rita Ora,Anywhere,215064,0,2017,63,0.628,0.797,11,-3.953,0,0.0596,0.0364,0.0,0.104,0.321,106.93,0,0,0,0,0,0,1,0,0,0,0,0,2011-08-26,8371181,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Banx & Ranx,Answerphone (feat. Yxng Bane),190920,0,2018,56,0.671,0.834,1,-3.928,0,0.0885,0.0387,0.0,0.454,0.454,113.021,1,0,0,0,0,0,0,0,0,0,0,0,2018-03-15,24417,Thursday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Ella Mai,Trip,213993,0,2018,72,0.477,0.61,11,-5.628,0,0.144,0.225,0.0,0.107,0.358,79.882,0,0,0,0,0,0,1,0,0,0,0,0,2024-05-06,5594000,Monday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Daddy Yankee,Dura,200480,0,2018,71,0.783,0.84,1,-3.416,1,0.051,0.174,0.0,0.412,0.839,95.001,0,0,0,0,0,0,0,1,0,0,0,0,2018-01-18,34828495,Thursday,no,2.442583297,3.896,63201,19.34,2.91,81.3
DJ Khaled,No Brainer,260000,1,2018,67,0.552,0.76,0,-4.706,1,0.342,0.0733,0.0,0.0865,0.639,135.702,0,0,0,0,0,0,1,0,0,0,0,0,2018-07-27,11644040,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Anne-Marie,2002,186986,0,2018,80,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,0,0,0,0,0,0,0,0,0,1,0,0,2018-04-27,12040119,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Bruno Mars,Finesse - Remix; feat. Cardi B,217288,0,2017,74,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,0,0,0,0,0,0,0,0,0,1,0,0,2017-12-20,58724169,Wednesday,no,2.130110004,4.355,60322,19.19,2.71,81.61
FINNEAS,Let's Fall in Love for the Night,190348,1,2018,71,0.737,0.408,5,-7.941,1,0.104,0.802,0.0,0.171,0.374,127.921,0,0,0,0,0,0,0,0,0,0,1,0,2019-10-04,2013712,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Hugh Jackman,The Greatest Show,302146,0,2017,72,0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92,0,0,0,0,0,1,0,0,0,0,0,0,2017-12-08,635455,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Halsey,Bad At Love,181279,0,2017,72,0.675,0.751,0,-3.539,1,0.0296,0.0604,0.0,0.0893,0.612,118.384,0,0,0,0,0,0,0,0,0,1,0,0,2017-06-02,21685348,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Drake,I'm Upset,214466,1,2018,68,0.899,0.586,11,-7.866,0,0.343,0.279,0.0,0.0836,0.492,150.002,0,0,0,0,0,0,1,0,0,0,0,0,2018-06-29,91634236,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Camila Cabello,Never Be the Same,226973,0,2018,74,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,0,0,0,0,0,0,0,0,0,1,0,0,2018-01-12,33703737,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
M.O,Bad Vibe,214253,0,2018,54,0.813,0.701,10,-4.428,1,0.0449,0.178,0.0,0.0962,0.758,110.009,0,0,0,0,0,0,0,0,0,1,0,0,2019-12-06,344058,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Dua Lipa,IDGAF,217946,1,2017,78,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,0,0,0,0,0,0,0,0,0,1,0,0,2023-10-06,44579194,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Cashmere Cat,Miss You (with Major Lazer & Tory Lanez),186231,0,2018,56,0.747,0.641,1,-4.502,1,0.0925,0.25,0.00107,0.106,0.453,100.028,0,0,0,0,0,0,0,0,0,1,0,0,2018-01-16,325781,Tuesday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Bazzi,Mine,131064,1,2018,75,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,0,0,0,0,0,0,0,0,0,1,0,0,2018-04-12,5456857,Thursday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Lil Dicky,Freaky Friday (feat. Chris Brown),216631,1,2018,70,0.755,0.599,8,-5.042,1,0.224,0.147,0.0,0.109,0.755,133.123,0,0,0,0,0,0,1,0,0,0,0,0,2018-03-16,2004798,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Lauv,I Like Me Better,197436,0,2018,81,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,0,0,0,0,0,0,0,0,0,1,0,0,2018-05-31,6283217,Thursday,no,2.442583297,3.896,63201,19.34,2.91,81.3
The Chainsmokers,This Feeling,197946,0,2018,73,0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,105.049,0,0,0,0,0,0,0,0,0,1,0,0,2018-12-14,20441381,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,235545,1,2018,73,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959,0,0,0,0,0,0,0,0,0,1,0,0,2018-06-15,42516029,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Khalid,Love Lies (with Normani),201707,0,2018,73,0.708,0.648,6,-5.626,1,0.0449,0.0956,0.0,0.134,0.338,143.955,0,0,0,0,0,0,0,0,0,1,0,0,2018-02-14,16319975,Wednesday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Drake,Nice For What,210746,1,2018,77,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,0,0,0,0,0,0,1,0,0,0,0,0,2018-06-29,91634236,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Kendrick Lamar,LOVE. FEAT. ZACARI.,213400,1,2017,80,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058,0,0,0,0,0,0,1,0,0,0,0,0,2017-04-13,32592102,Thursday,sí,2.130110004,4.355,60322,19.19,2.71,81.61
Post Malone,Psycho (feat. Ty Dolla $ign),221440,1,2018,77,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,0,0,0,0,0,0,1,0,0,0,0,0,2018-04-27,45262820,Friday,sí,2.442583297,3.896,63201,19.34,2.91,81.3
Lil Nas X,Old Town Road - Remix,157066,0,2019,79,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,0,0,0,0,0,0,1,0,0,0,0,0,2019-06-21,12412055,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Billie Eilish,bad guy,194087,0,2019,83,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,0,0,0,0,0,0,0,0,0,1,0,0,2019-03-29,99119272,Friday,sí,1.812210075,3.669,65548,19.45,2.26,81.0
Shawn Mendes,Señorita,190799,0,2019,78,0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967,0,0,0,0,0,0,0,0,0,1,0,0,2019-06-21,43165238,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Ariana Grande,7 rings,178626,1,2019,83,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,0,0,0,0,0,0,0,0,0,1,0,0,2019-02-08,99549434,Friday,sí,1.812210075,3.669,65548,19.45,2.26,81.0
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,157560,0,2019,79,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96,0,0,0,0,0,0,1,0,0,0,0,0,2019-09-06,45262820,Friday,sí,1.812210075,3.669,65548,19.45,2.26,81.0
Gesaffelstein,Lost in the Fire (feat. The Weeknd),202093,1,2019,84,0.658,0.671,2,-12.21,1,0.0363,0.0933,0.000927,0.115,0.166,100.966,1,0,0,0,0,0,0,0,0,0,0,0,2019-03-08,647500,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Halsey,Without Me,201660,1,2018,77,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,0,0,0,0,0,0,0,0,0,1,0,0,2002-05-26,21685348,Sunday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Regard,Ride It,157605,0,2019,81,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,0,0,0,0,0,0,0,0,0,1,0,0,2019-07-26,258435,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Lady Gaga,Shallow,215733,0,2018,82,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,0,0,0,0,0,0,0,0,0,1,0,0,2018-10-05,31337619,Friday,sí,2.442583297,3.896,63201,19.34,2.91,81.3
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),217466,0,2018,79,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,0,0,0,0,0,0,0,0,0,1,0,0,2019-06-21,1108780,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Lewis Capaldi,Someone You Loved,182160,0,2019,84,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,0,0,0,0,0,0,0,0,0,1,0,0,2019-05-17,12767903,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Jax Jones,All Day And Night,169303,0,2019,60,0.585,0.782,1,-4.101,0,0.0897,0.269,0.0,0.156,0.521,121.908,0,0,0,0,0,0,1,0,0,0,0,0,2019-07-12,1192036,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Mustard,Pure Water (with Migos),192470,1,2019,75,0.682,0.559,0,-5.545,1,0.127,0.174,0.0,0.344,0.137,202.015,0,0,0,0,0,0,1,0,0,0,0,0,2019-06-28,1313033,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
NLE Choppa,Shotta Flow (feat. Blueface) [Remix],176631,1,2019,0,0.894,0.511,2,-4.768,1,0.42,0.0251,0.0,0.14,0.568,120.08,0,0,0,0,0,0,1,0,0,0,0,0,2019-12-23,8550498,Monday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Kodak Black,ZEZE (feat. Travis Scott & Offset),228759,1,2018,77,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,0,0,0,0,0,0,1,0,0,0,0,0,2018-12-14,10886032,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Daddy Yankee,Con Calma,193226,0,2019,79,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,0,0,0,0,0,0,0,1,0,0,0,0,2019-01-24,34828495,Thursday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Alec Benjamin,Let Me Down Slowly,169353,0,2018,82,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,0,0,0,0,0,0,0,0,0,0,1,0,2018-11-16,5208960,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
BLACKPINK,Kill This Love,189052,0,2019,1,0.738,0.861,2,-4.141,1,0.237,0.318,0.00182,0.325,0.58,131.98,0,0,0,0,0,0,0,0,0,1,0,0,2019-04-05,50794814,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Offset,Clout (feat. Cardi B),205803,1,2019,68,0.919,0.622,1,-7.384,1,0.0997,0.228,4.24e-06,0.122,0.424,140.022,0,0,0,0,0,0,1,0,0,0,0,0,2019-02-22,4300381,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
MEDUZA,Piece Of Your Heart,152913,0,2019,75,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,0,0,0,0,0,0,0,0,0,1,0,0,2019-06-07,805138,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Ed Sheeran,Antisocial (with Travis Scott),161746,0,2019,63,0.716,0.823,5,-5.313,0,0.0495,0.132,0.0,0.361,0.91,151.957,0,0,0,0,0,0,0,0,0,1,0,0,2019-07-12,115837890,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Mabel,Mad Love,169813,0,2019,0,0.631,0.803,0,-2.974,0,0.155,0.675,0.0,0.11,0.62,198.065,0,0,0,0,0,0,0,0,0,1,0,0,2022-11-16,2025588,Wednesday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Lana Del Rey,Doin' Time,202192,1,2019,80,0.641,0.559,7,-11.132,0,0.0355,0.404,0.00402,0.0937,0.523,144.982,0,0,0,0,0,0,0,0,0,1,0,0,2019-08-30,39435404,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",212500,1,2019,70,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,0,0,0,0,0,0,1,0,0,0,0,0,2019-07-25,8822563,Thursday,no,1.812210075,3.669,65548,19.45,2.26,81.0
A Boogie Wit da Hoodie,Look Back at It,179449,1,2018,73,0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,0,0,0,0,0,0,1,0,0,0,0,0,2018-12-21,8418250,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Saweetie,My Type,126446,1,2019,71,0.899,0.811,2,-6.294,1,0.258,0.000677,0.0,0.0672,0.587,105.038,0,0,0,0,0,0,1,0,0,0,0,0,2014-08-16,2321756,Saturday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Lil Tecca,Ransom,131240,1,2019,78,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,0,0,0,0,0,0,1,0,0,0,0,0,2019-08-30,7742015,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Russ Millions,Keisha & Becky - Remix,252906,1,2019,69,0.863,0.471,6,-9.545,1,0.478,0.251,0.0,0.121,0.644,140.969,0,0,0,0,0,0,0,0,0,1,0,0,2023-06-26,922243,Monday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Mabel,Don't Call Me Up,178480,0,2019,77,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,0,0,0,0,0,0,0,0,0,1,0,0,2019-01-18,2025588,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Lil Nas X,Old Town Road,113000,0,2019,76,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,0,0,0,0,0,0,1,0,0,0,0,0,2019-06-21,12412055,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Meek Mill,Going Bad (feat. Drake),180522,1,2018,78,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,0,0,0,0,0,0,1,0,0,0,0,0,2018-11-30,7938312,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Post Malone,Wow.,149546,1,2019,79,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,0,0,0,0,0,0,1,0,0,0,0,0,2019-09-06,45262820,Friday,sí,1.812210075,3.669,65548,19.45,2.26,81.0
Doja Cat,Juicy,202333,1,2019,57,0.786,0.658,0,-2.61,1,0.0661,0.0856,0.0,0.0689,0.458,170.037,0,0,0,0,0,0,0,0,0,1,0,0,2007-03-02,31186934,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),189486,1,2018,75,0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,0,0,0,0,0,0,1,0,0,0,0,0,2018-12-21,8418250,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
iann dior,emotions,131213,0,2019,72,0.63,0.63,9,-6.211,1,0.0395,0.0131,0.0,0.142,0.163,80.512,0,0,0,0,0,0,1,0,0,0,0,0,1991-09-17,1860306,Tuesday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Paulo Londra,Adan y Eva,256971,0,2019,72,0.767,0.709,1,-4.47,1,0.336,0.323,0.0,0.0745,0.72,171.993,0,0,0,0,0,0,1,0,0,0,0,0,2019-05-23,23635831,Thursday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Drake,Money In The Grave (Drake ft. Rick Ross),205426,1,2019,76,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,0,0,0,0,0,0,1,0,0,0,0,0,2019-06-15,91634236,Saturday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Lil Nas X,Panini,114893,0,2019,71,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,0,0,0,0,0,0,1,0,0,0,0,0,2019-09-13,12412055,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Bad Bunny,MIA (feat. Drake),210367,0,2018,77,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,0,0,0,0,0,0,0,1,0,0,0,0,2018-10-11,85290320,Thursday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Polo G,Pop Out (feat. Lil Tjay),166560,1,2019,78,0.772,0.639,1,-7.119,1,0.467,0.15,0.0,0.0698,0.261,168.112,0,0,0,0,0,0,1,0,0,0,0,0,2019-06-07,11731595,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Juice WRLD,Robbery,240050,1,2019,53,0.685,0.692,2,-5.122,1,0.0457,0.328,0.0,0.153,0.578,159.966,0,0,0,0,0,0,1,0,0,0,0,0,2019-03-08,35213263,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
21 Savage,a lot,288624,1,2018,78,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,0,0,0,0,0,0,1,0,0,0,0,0,2023-08-25,19900599,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Young Thug,The London (feat. J. Cole & Travis Scott),200106,1,2019,69,0.796,0.586,4,-6.946,0,0.147,0.0247,0.0,0.132,0.179,97.981,0,0,0,0,0,0,1,0,0,0,0,0,2019-08-16,10351862,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Anuel AA,China,301714,0,2019,76,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,0,0,0,0,0,0,0,1,0,0,0,0,2019-07-19,37585153,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Camila Cabello,Liar,207038,0,2019,65,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,0,0,0,0,0,0,0,0,0,1,0,0,2024-08-09,33703737,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Flipp Dinero,Leave Me Alone,195637,1,2019,69,0.792,0.743,7,-2.806,1,0.0851,0.107,0.0,0.183,0.742,150.024,0,0,0,0,0,0,1,0,0,0,0,0,2019-11-22,1299156,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Cardi B,Money,183527,1,2018,73,0.95,0.59,8,-6.508,0,0.29,0.00534,0.0,0.11,0.219,130.003,0,0,0,0,0,0,1,0,0,0,0,0,2024-02-27,24391824,Tuesday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Ariana Grande,"break up with your girlfriend, i'm bored",190440,1,2019,76,0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999,0,0,0,0,0,0,0,0,0,1,0,0,2019-02-08,99549434,Friday,sí,1.812210075,3.669,65548,19.45,2.26,81.0
Dave,Location (feat. Burna Boy),241293,1,2019,78,0.812,0.496,9,-5.969,0,0.297,0.271,0.0,0.0955,0.55,109.979,0,0,0,0,0,0,1,0,0,0,0,0,2019-03-08,2009775,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Ava Max,Sweet but Psycho,187436,0,2018,7,0.719,0.704,1,-4.724,1,0.0476,0.0691,0.0,0.166,0.628,133.002,0,0,0,0,0,0,0,0,0,1,0,0,2020-09-18,7059128,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Dua Lipa,Don't Start Now,183290,0,2019,79,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,0,0,0,0,0,0,0,0,0,1,0,0,2020-03-27,44579194,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Young T & Bugsey,Strike a Pose (feat. Aitch),214203,1,2019,61,0.531,0.581,1,-5.801,1,0.101,0.0107,1.62e-05,0.101,0.591,137.776,0,0,0,0,0,0,1,0,0,0,0,0,2019-06-06,367896,Thursday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Calvin Harris,Giant (with Rag'n'Bone Man),229184,0,2019,73,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,0,0,0,0,0,0,1,0,0,0,0,0,2019-01-11,22833621,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Ed Sheeran,Take Me Back to London (feat. Stormzy),189733,1,2019,66,0.885,0.762,8,-5.513,0,0.216,0.219,0.0,0.162,0.605,138.058,0,0,0,0,0,0,0,0,0,1,0,0,2019-07-12,115837890,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Cardi B,Please Me,200889,1,2019,73,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.992,0,0,0,0,0,0,1,0,0,0,0,0,2019-02-15,24391824,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Stormzy,Vossi Bop,196266,1,2019,64,0.682,0.653,8,-6.062,1,0.339,0.13,0.00116,0.129,0.428,188.115,0,0,0,0,0,0,1,0,0,0,0,0,2019-12-13,2971358,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Tones And I,Dance Monkey,209438,0,2019,78,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,0,0,0,0,0,0,0,0,0,1,0,0,2019-10-17,2950464,Thursday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Ariana Grande,boyfriend (with Social House),186106,1,2019,77,0.4,0.795,10,-3.731,0,0.461,0.119,0.0,0.159,0.702,190.097,0,0,0,0,0,0,0,0,0,1,0,0,2019-08-02,99549434,Friday,sí,1.812210075,3.669,65548,19.45,2.26,81.0
Bad Bunny,Callaita,250533,1,2019,81,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,0,0,0,0,0,0,0,1,0,0,0,0,2022-05-06,85290320,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Ava Max,So Am I,183026,0,2019,4,0.682,0.656,6,-4.67,1,0.0435,0.0737,0.0,0.353,0.607,130.089,0,0,0,0,0,0,0,0,0,1,0,0,2020-09-18,7059128,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Pedro Capó,Calma - Remix,238200,0,2018,74,0.826,0.773,11,-4.218,0,0.0524,0.323,0.0,0.143,0.761,126.899,0,0,0,0,0,0,0,0,0,1,0,0,2018-10-05,1600915,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
J. Cole,MIDDLE CHILD,213593,1,2019,80,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,0,0,0,0,0,0,1,0,0,0,0,0,2019-01-23,24404767,Wednesday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Lunay,Soltera - Remix,266086,0,2019,70,0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,0.799,92.01,0,0,0,0,0,0,0,0,0,1,0,0,2019-10-25,9613284,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Khalid,Better,229412,0,2018,70,0.442,0.585,0,-10.332,0,0.0964,0.0984,0.391,0.14,0.116,97.565,0,0,0,0,0,0,0,0,0,1,0,0,2023-09-29,16319975,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Blueface,Thotiana,129264,1,2018,1,0.906,0.382,10,-12.89,0,0.269,0.18,0.0,0.113,0.391,104.025,0,0,0,0,0,0,1,0,0,0,0,0,2018-12-18,6775305,Tuesday,no,2.442583297,3.896,63201,19.34,2.91,81.3
DaBaby,Suge,163320,1,2019,72,0.876,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.844,75.445,0,0,0,0,0,0,1,0,0,0,0,0,2019-03-01,12190902,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
AJ Tracey,Ladbroke Grove,190537,0,2019,69,0.903,0.839,11,-9.447,0,0.208,0.0939,0.0,0.102,0.727,133.986,0,0,0,0,0,0,1,0,0,0,0,0,2019-02-08,1322015,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Billie Eilish,bury a friend,193143,0,2019,75,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,0,0,0,0,0,0,0,0,0,1,0,0,2019-03-29,99119272,Friday,sí,1.812210075,3.669,65548,19.45,2.26,81.0
