,duracion_ms,anio,popularidad,bailable,energia,volumen,locuacidad,acusticidad,instrumentalidad,vivisidad,valencia emocional,tempo,inflation,unemployment,gdp_per_capita,gross_savings,crecimiento_renta_neta,consumption_expenditure,genero_principal_Dance/Electronic,genero_principal_Folk/Acoustic,genero_principal_R&B,genero_principal_World/Traditional,genero_principal_country,genero_principal_easy listening,genero_principal_hip hop,genero_principal_latin,genero_principal_metal,genero_principal_pop,genero_principal_rock,genero_principal_set(),recesion,explicito,modo,clave
0,-0.44439070322079566,-1.6229587749634717,0.80751558650939,0.5918591631935609,0.7352814068466825,0.034700184577169904,-0.6245051197590223,0.9966300639691903,-0.1738438510126076,1.2296739445895684,1.54416486585884,-0.9314072626089033,1.191592711094409,-1.0534499834581657,-1.5449701889240333,1.4473835386607377,0.9209185760237155,-1.7866200734711701,0,0,0,0,0,0,0,0,0,1,0,0,no,0,0,1
1,-1.567842966468609,-1.7933250983999263,0.9005401545345803,-1.6627341729113443,1.1477401272593966,0.30659330191246215,-0.5714098686707478,-0.6826208710440215,-0.1740441436872261,3.0535391666203426,0.5932699603003847,1.0582565414316076,0.011199832751337378,-0.9259156011946948,-1.7571445032559316,1.599510801763017,1.1245136911765665,-2.353171596279099,0,0,0,0,0,0,0,0,0,0,1,0,no,0,1,0
2,0.5591084313616504,-1.7933250983999263,0.29588046237084353,-0.9870674002616091,-1.4775923629866057,-1.8070396957757702,-0.7775443728958136,0.2604724224549414,-0.1740441436872261,0.4916117535732242,-1.2451268571126295,0.6183455924898916,0.011199832751337378,-0.9259156011946948,-1.7571445032559316,1.599510801763017,1.1245136911765665,-2.353171596279099,0,0,0,0,0,0,0,0,0,1,0,0,no,0,1,7
3,-0.10468486964064652,-1.6229587749634717,0.8540278705219851,-0.8305972002795651,1.2524915483165937,0.7485488443491067,-0.594313702473533,-0.5898766012469507,-0.1738913780879408,1.1728999298960034,-0.040659976738585714,-0.006915886889895343,1.191592711094409,-1.0534499834581657,-1.5449701889240333,1.4473835386607377,0.9209185760237155,-1.7866200734711701,0,0,0,0,0,0,0,0,0,0,1,0,no,0,0,0
4,-0.7144635927392522,-1.6229587749634717,0.24936817835824843,-0.3825234457855307,1.350696005557716,0.36448689343632673,-0.5422595347399305,-0.5058271067433554,-0.16227553455710036,-0.6899974272365963,1.4762438011760932,1.945344180108213,1.191592711094409,-1.0534499834581657,-1.5449701889240333,1.4473835386607377,0.9209185760237155,-1.7866200734711701,0,0,0,0,0,0,0,0,0,1,0,0,no,0,0,8
5,0.6403086482385676,-1.7933250983999263,0.43541731440862896,0.27180648141210717,1.088817452914723,-0.7484140221965331,-0.3985900317951878,-0.0525394881101723,-0.17295328414862599,-0.7929003288686828,0.7291120896658779,0.05080226828851987,0.011199832751337378,-0.9259156011946948,-1.7571445032559316,1.599510801763017,1.1245136911765665,-2.353171596279099,0,0,0,0,0,0,1,0,0,0,0,0,no,1,1,2
6,1.4165643770082672,-1.6229587749634717,1.226126142622746,2.0000909630319557,-0.3973433333342605,0.6549886651900042,-0.4839588668782958,-0.5672701854839148,-0.1740441436872261,-0.9674804240513951,0.9374033546929684,-0.5810576899748623,1.191592711094409,-1.0534499834581657,-1.5449701889240333,1.4473835386607377,0.9209185760237155,-1.7866200734711701,0,0,0,0,0,0,1,0,0,0,0,0,no,1,0,5
7,0.7632937272673967,-1.6229587749634717,0.3889050303960338,0.28603104504683846,0.3293696502500442,0.6446505238464567,-0.744229705546308,-0.5875579945020241,-0.1740441436872261,2.024510150299478,1.3947385235567968,-0.6355136758175677,1.191592711094409,-1.0534499834581657,-1.5449701889240333,1.4473835386607377,0.9209185760237155,-1.7866200734711701,0,0,0,0,0,0,0,0,0,1,0,0,no,0,1,7
8,1.088731559137137,-1.7933250983999263,0.7144910184841997,0.32159245413366666,-0.28604494846098844,1.0266448464905273,-0.01755352398521802,0.8401241086866337,-0.1740441436872261,-0.23225693376972897,0.8196735092428737,0.660976214490647,0.011199832751337378,-0.9259156011946948,-1.7571445032559316,1.599510801763017,1.1245136911765665,-2.353171596279099,0,0,0,0,0,0,0,0,0,1,0,0,no,0,0,5
9,2.001374097113657,-1.452592451527017,0.80751558650939,0.3713784268552261,0.5650603476287379,-0.05989380871628723,-0.6848879543300012,-0.6963586160077126,0.15751378661343204,-0.839738890990874,1.4309630913875953,0.21732118483408197,0.6448148105019058,-0.6382609592612285,-1.4509822281951923,0.7452577089579024,-0.4169921806950196,-0.7877002832572043,1,0,0,0,0,0,0,0,0,0,0,0,si,0,1,6
10,0.25879247393202337,0.2510707828375298,-2.72741799844784,-0.3611866003334338,0.041303242342752,-1.2513645985601065,-0.7754622061864694,-0.5521992416418908,0.37138562561283267,1.2651577037730466,1.1547507616777584,0.7001593166252557,0.9731384732312679,1.7315188838547138,0.0607743739756673,-1.2031414684674595,-0.10869100632070244,1.6723260657772172,0,0,0,0,0,0,0,0,0,1,0,0,no,0,1,7
11,1.02579948016444,-1.7933250983999263,-0.16924237775510778,0.5491854722893671,1.54710492003996,-2.146647638911297,-0.7806676229598297,-0.2710681738195202,3.4923302391596422,2.492895771521389,1.8430175504629258,0.36267307080361655,0.011199832751337378,-0.9259156011946948,-1.7571445032559316,1.599510801763017,1.1245136911765665,-2.353171596279099,0,0,0,0,0,0,0,0,0,1,0,0,no,0,1,7
